
1000,70.15514
2000,70.35668
3000,70.6254
4000,70.83534
5000,70.89413
6000,70.96341
7000,71.03479
8000,71.08727
9000,71.12296
10000,71.16285
11000,71.18804
12000,71.23843
13000,71.29091
14000,71.31821
15000,71.34969
16000,71.38958
17000,71.42527
18000,71.45467
19000,71.49245
20000,71.53444
21000,71.57013
22000,71.58903
23000,71.62891
24000,71.6688
25000,71.69609
26000,71.73598
27000,71.77587
28000,71.79057
29000,71.83675
30000,71.85355
31000,71.88714
32000,71.90813
33000,71.95012
34000,71.98791
35000,72.0341
36000,72.07188
37000,72.09708
38000,72.12227
39000,72.16216
40000,72.16846
41000,72.20415
42000,72.22723
43000,72.24823
44000,72.27552
45000,72.30282
46000,72.32171
47000,72.34061
48000,72.37209
49000,72.40988
50000,72.41618
51000,72.43718
52000,72.44557
53000,72.46447
54000,72.47286
55000,72.48756
56000,72.49596
57000,72.50855
58000,72.52745
59000,72.54005
60000,72.55264
61000,72.56734
62000,72.57364
63000,72.57993
64000,72.58833
65000,72.60513
66000,72.60722
67000,72.62193
68000,72.63872
69000,72.64712
70000,72.64082
71000,72.64082
72000,72.65971
73000,72.65551
74000,72.66811
75000,72.67231
76000,72.67441
77000,72.6975
78000,72.708
79000,72.71849
80000,72.72689
81000,72.75628
82000,72.76468
83000,72.78777
84000,72.79197
85000,72.80457
86000,72.81716
87000,72.80667
88000,72.82766
89000,72.83606
90000,72.84656
91000,72.85706
92000,72.85706
93000,72.87385
94000,72.90324
95000,72.90114
96000,72.91373
97000,72.93683
98000,72.94523
99000,72.95573
100000,72.97462
101000,73.00191
102000,73.01031
103000,73.0376
104000,73.0544
105000,73.08379
106000,73.09009
107000,73.11528
108000,73.11738
109000,73.14467
110000,73.15517
111000,73.16776
112000,73.17196
113000,73.19296
114000,73.18876
115000,73.21605
116000,73.21395
117000,73.23705
118000,73.24334
119000,73.24334
120000,73.25174
121000,73.26434
122000,73.28323
123000,73.28953
124000,73.30212
125000,73.32101
126000,73.32101
127000,73.32101
128000,73.33781
129000,73.35041
130000,73.36091
131000,73.3882
132000,73.3924
133000,73.3987
134000,73.41339
135000,73.41549
136000,73.42389
137000,73.43858
138000,73.44068
139000,73.45118
140000,73.45958
141000,73.46797
142000,73.47218
143000,73.47218
144000,73.49107
145000,73.50156
146000,73.49737
147000,73.50996
148000,73.51416
149000,73.51626
150000,73.50996
151000,73.51206
152000,73.51416
153000,73.51836
154000,73.54355
155000,73.54775
156000,73.55405
157000,73.56664
158000,73.57294
159000,73.58974
160000,73.58974
161000,73.58554
162000,73.60443
163000,73.61283
164000,73.62543
165000,73.64433
166000,73.64433
167000,73.65272
168000,73.66531
169000,73.67371
170000,73.68211
171000,73.70521
172000,73.7031
173000,73.7115
174000,73.722
175000,73.7241
176000,73.7304
177000,73.75349
178000,73.74929
179000,73.75769
180000,73.75979
181000,73.76189
182000,73.76608
183000,73.77658
184000,73.78918
185000,73.79758
186000,73.79128
187000,73.79758
188000,73.79758
189000,73.80807
190000,73.81857
191000,73.81857
192000,73.84167
193000,73.84167
194000,73.82907
195000,73.84167
196000,73.84586
197000,73.84796
198000,73.84167
199000,73.86056
200000,73.86476
201000,73.88785
202000,73.89625
203000,73.89625
204000,73.89835
205000,73.90465
206000,73.90675
207000,73.91304
208000,73.90884
209000,73.91934
210000,73.92564
211000,73.92354
212000,73.92774
213000,73.94034
214000,73.93823
215000,73.94663
216000,73.95084
217000,73.95503
218000,73.96133
219000,73.97813
220000,73.98442
221000,73.99072
222000,73.99282
223000,74.00542
224000,74.00961
225000,74.02011
226000,74.01801
227000,74.0369
228000,74.04321
229000,74.04951
230000,74.0621
231000,74.0642
232000,74.0789
233000,74.0768
234000,74.0768
235000,74.09149
236000,74.10199
237000,74.10828
238000,74.09989
239000,74.11668
240000,74.10409
241000,74.12088
242000,74.13558
243000,74.13138
244000,74.12928
245000,74.13978
246000,74.14607
247000,74.15028
248000,74.15657
249000,74.16707
250000,74.18597
251000,74.19016
252000,74.17757
253000,74.18597
254000,74.19646
255000,74.21326
256000,74.21535
257000,74.21955
258000,74.21535
259000,74.21745
260000,74.21535
261000,74.23215
262000,74.23425
263000,74.22795
264000,74.23005
265000,74.24265
266000,74.24685
267000,74.25105
268000,74.26364
269000,74.26784
270000,74.26364
271000,74.27624
272000,74.29093
273000,74.27834
274000,74.28464
275000,74.29513
276000,74.29723
277000,74.29093
278000,74.29723
279000,74.29933
280000,74.29723
281000,74.31612
282000,74.32243
283000,74.32662
284000,74.32872
285000,74.32033
286000,74.33502
287000,74.33712
288000,74.35181
289000,74.35181
290000,74.35812
291000,74.36441
292000,74.37071
293000,74.37071
294000,74.36861
295000,74.37071
296000,74.37491
297000,74.3938
298000,74.4022
299000,74.4001
300000,74.4127
301000,74.41689
302000,74.41689
303000,74.419
304000,74.41689
305000,74.419
306000,74.42319
307000,74.43999
308000,74.42529
309000,74.43789
310000,74.43789
311000,74.44629
312000,74.44839
313000,74.44209
314000,74.45258
315000,74.44209
316000,74.44629
317000,74.45468
318000,74.45889
319000,74.46518
320000,74.47148
321000,74.47568
322000,74.47148
323000,74.47987
324000,74.47987
325000,74.48618
326000,74.48618
327000,74.49458
328000,74.49248
329000,74.49667
330000,74.48827
331000,74.49877
332000,74.51977
333000,74.50927
334000,74.50297
335000,74.50507
336000,74.53027
337000,74.51556
338000,74.51767
339000,74.51137
340000,74.50927
341000,74.51556
342000,74.51347
343000,74.52606
344000,74.51977
345000,74.53656
346000,74.53446
347000,74.54286
348000,74.55756
349000,74.55335
350000,74.55756
351000,74.55965
352000,74.57645
353000,74.57225
354000,74.56595
355000,74.57435
356000,74.58275
357000,74.56385
358000,74.57225
359000,74.57645
360000,74.57015
361000,74.56385
362000,74.57855
363000,74.58485
364000,74.59325
365000,74.59954
366000,74.60584
367000,74.59954
368000,74.59744
369000,74.60584
370000,74.62054
371000,74.60794
372000,74.61423
373000,74.62894
374000,74.63313
375000,74.63733
376000,74.65413
377000,74.65623
378000,74.64573
379000,74.65202
380000,74.65413
381000,74.67092
382000,74.67512
383000,74.67722
384000,74.66463
385000,74.67512
386000,74.67932
387000,74.68982
388000,74.68771
389000,74.68771
390000,74.69611
391000,74.68771
392000,74.70451
393000,74.71081
394000,74.71501
395000,74.70871
396000,74.70451
397000,74.70242
398000,74.69821
399000,74.70242
400000,74.69402
401000,74.71081
402000,74.71291
403000,74.70661
404000,74.72131
405000,74.7255
406000,74.71921
407000,74.7234
408000,74.71291
409000,74.72131
410000,74.72131
411000,74.736
412000,74.736
413000,74.7339
414000,74.72971
415000,74.72971
416000,74.7234
417000,74.75069
418000,74.75069
419000,74.76119
420000,74.75909
421000,74.7465
422000,74.7465
423000,74.7528
424000,74.77379
425000,74.78219
426000,74.77799
427000,74.78849
428000,74.78638
429000,74.80109
430000,74.78638
431000,74.78009
432000,74.77379
433000,74.78849
434000,74.79898
435000,74.79269
436000,74.78849
437000,74.80948
438000,74.80948
439000,74.81368
440000,74.80528
441000,74.81998
442000,74.81578
443000,74.81368
444000,74.83047
445000,74.83047
446000,74.84307
447000,74.84517
448000,74.84937
449000,74.84937
450000,74.85777
451000,74.85567
452000,74.85567
453000,74.86617
454000,74.88086
455000,74.89555
456000,74.90186
457000,74.89555
458000,74.88506
459000,74.89765
460000,74.89136
461000,74.90815
462000,74.91025
463000,74.91235
464000,74.90815
465000,74.91655
466000,74.91865
467000,74.93124
468000,74.93124
469000,74.93545
470000,74.93755
